VTO,taxname,ottid
VTO_0073165,Geophagus parnaibae,3636358
VTO_0073160,Geophagus sveni,3636351
VTO_9022960,Hydrochoerus isthmius,4940750
VTO_9022962,Contracavia,4941091
VTO_9022964,Balaena cullamach,1072344
VTO_9022966,Sinamyda fuchienensis,6156200
VTO_0075579,Ecsenius tigris,3639517
VTO_0075578,Ecsenius stigmatura,3639535
VTO_0075573,Ecsenius oculatus,3639511
VTO_0075572,Ecsenius axelrodi,3639514
VTO_0075571,Ecsenius stictus,3639528
VTO_0075570,Ecsenius bimaculatus,3639523
VTO_0075577,Ecsenius portenoyi,3639491
VTO_0076989,Stalix histrio,3634679
VTO_0075575,Ecsenius oculus,3639534
VTO_0075574,Ecsenius ops,3639501
VTO_9013058,Empheresula,3604587
VTO_9013053,Tytthostonyx,3601563
VTO_9013052,Oxyclaenus pugnax,3615610
VTO_9013055,Phocavis,3601756
VTO_9013054,Oxyclaenus corax,3617030
VTO_9013057,Oxyclaenus cuspidatus,3615811
VTO_0076987,Stalix versluysi,3634682
VTO_0004966,Rhombophryne coronata,835454
VTO_0040395,Notropis hypsilepis,103054
VTO_0040394,Notropis greenei,103051
VTO_0040392,Notropis ozarcanus,677055
VTO_0081853,Myersiohyla aromatica,3619900
VTO_9033708,Avisauridae,3605542
VTO_9030173,Vipera platyspondyla,6157520
VTO_0081851,Hylomantis danieli,3620020
VTO_9025007,Histriasaurus boscarollii,4145597
VTO_9025006,Cryptocynodon parringtoni,6148799
VTO_9025005,Coelurosaurichnus,4946971
VTO_9025003,Epidendrosaurus,4127287
VTO_9025002,Epidendrosaurus ningchengensis,4127288
VTO_0079445,Oneirodes theodoritissieri,3630327
VTO_9025009,Parvicursor,4946629
VTO_9025008,Parvicursor remotus,4946630
VTO_9018149,Signata stenzeli,4134353
VTO_9018146,Signata,4134351
VTO_9018147,Signata nicoli,4134352
VTO_9018145,Prognathodon kianda,6158014
VTO_9018142,Azendohsaurus laaroussii,4142194
VTO_9018143,Protoceras neatodelpha,4955658
VTO_9018140,Protoceras skinneri,4955656
VTO_9018141,Ophidioidei,543067
VTO_9000518,Apateolepis australis,6140378
VTO_9000519,Palaeopotorous,3607008
VTO_9000514,Psephosaurus suevicus,6148846
VTO_9000515,Dictyopyge robusta,6142703
VTO_9000516,Dictyopyge illustrans,4949639
VTO_9000517,Dictyopyge symmetrica,6142704
VTO_9000511,Macrocranion,3615447
VTO_9000512,Sespedectes,4945460
VTO_9000513,Neusticosaurus pygmaeus,6149529
VTO_0067471,Paruroconger,747282
VTO_0067470,Promyllantor adenensis,3643112
VTO_0067473,Heteroconger digueti,3642950
VTO_0067472,Paruroconger drachi,3643015
VTO_0067475,Heteroconger polyzona,3642948
VTO_0067474,Heteroconger enigmaticus,3642947
VTO_0067477,Heteroconger canabus,3642946
VTO_0067476,Heteroconger obscurus,3642937
VTO_0067479,Heteroconger luteolus,3642940
VTO_0067478,Heteroconger longissimus,3642952
VTO_9000782,Macrocnemus,4946800
VTO_0066700,Hippopotamyrus paugyi,3643952
VTO_0066701,Hippopotamyrus harringtoni,3643949
VTO_0066702,Hippopotamyrus pappenheimi,3643947
VTO_0066703,Hippopotamyrus retrodorsalis,3643951
VTO_0066704,Hippopotamyrus aelsbroecki,3643956
VTO_0066706,Hippopotamyrus grahami,3643953
VTO_0066707,Hippopotamyrus macroterops,3643950
VTO_0066708,Mormyrus iriodes,3643925
VTO_0066709,Mormyrus kannume,3643916
VTO_0057684,Bathysaurus mollis,1029237
VTO_0069123,Monomitopus agassizii,3629822
VTO_9003546,Iberomesornis,3604172
VTO_0069928,Eubalichthys cyanoura,3631309
VTO_0069927,Eubalichthys quadrispinus,3631308
VTO_0069926,Eubalichthys bucephalus,3631310
VTO_9032255,Kirtlingtonia,6143571
VTO_9015048,Perudyptes devriesi,4140350
VTO_9015040,Gaumia incisa,6149064
VTO_9015041,Gaumia longiradicata,6149065
VTO_9015042,Microphocaena,3612307
VTO_9015043,Metasqualodon,4942354
VTO_9015044,Gaumia,4128253
VTO_9015045,Eoneustes gaudryi,6148998
VTO_9015046,Metopocetus,4942416
VTO_9015047,Pseudotriconodon wildi,6148737
VTO_9007889,Jiangshanosaurus lixianensis,4126931
VTO_9007888,Carolocoutoia ferigoloi,6143814
VTO_9007887,Bobbschaefferia fluminensis,6148050
VTO_9007886,Procaroloameghinia pricei,6148272
VTO_9007884,Sternbergiidae,4943677
VTO_9007883,Morganucodon peyeri,3617021
VTO_9007882,Lainoryctes youzwyshyni,4943934
VTO_9007881,Periprotodidelphis bergqvistae,6143816
VTO_9007880,Periprotodidelphis,6143815
VTO_9005038,Simamphicyon,4942166
VTO_9005039,Uintacyon,4941980
VTO_9005035,Palaearctonyx,4942015
VTO_9005036,Procynodictis,3612552
VTO_9005030,Nyctiphruretus acudens,4127919
VTO_9005031,Vassacyon,4942023
VTO_9005032,Vulpavus,4942025
VTO_9005033,Viverravidae,4942136
VTO_0073438,Apistogramma paucisquamis,3636325
VTO_0073439,Apistogramma cacatuoides,3636290
VTO_0000056,Callorhinchus capensis,776015
VTO_0005020,Metamagnusia,266513
VTO_0065420,Moenkhausia bonita,3625250
VTO_0065421,Moenkhausia lata,3625291
VTO_0065424,Moenkhausia diktyota,3625285
VTO_0065426,Moenkhausia chrysargyrea,3625294
VTO_0065427,Moenkhausia pyrophthalma,3625295
VTO_0065428,Moenkhausia metae,3625266
VTO_0065429,Moenkhausia affinis,3625289
VTO_9001489,Tripennaculus eatoni,4125828
VTO_0067868,Maurolicus inventionis,3629119
VTO_0067869,Maurolicus mucronatus,3629109
VTO_0067862,Danaphos asteroscopus,3629106
VTO_0067863,Araiophos,3629121
VTO_0067860,Argyripnus pharos,3629124
VTO_0067861,Argyripnus brocki,3629139
VTO_0067867,Maurolicus stehmanni,3629117
VTO_0067864,Araiophos eastropas,3629130
VTO_0067865,Araiophos gracilis,3629120
VTO_9001488,Plesiomeryx,4944722
VTO_9011997,Spermophilus tephrus,3609086
VTO_9029091,Rhynchosaurus articeps,4126789
VTO_9008301,Joffrichthys symmetropterus,6142244
VTO_9008300,Joffrichthys triangulpterus,6142245
VTO_9008303,Cyranorhis,4141635
VTO_9008302,Joffrichthys,3644055
VTO_9008304,Cycloptychius,4143672
VTO_9023610,Shenmuichnus youngteilhardorum,6150264
VTO_9023611,Kizylkumavis cretacea,4132090
VTO_9023612,Shenmuichnus,6150263
VTO_0083839,Xenorhina subcrocea,3618848
VTO_9026600,Paranaichthys longianalis,6140262
VTO_9026601,Anayatherium ekecoa,6147249
VTO_9012555,Chriacus badgleyi,3617662
VTO_0083838,Xenorhina parkerorum,3618845
VTO_9026604,Sinocalliopteryx gigas,4126515
VTO_0081629,Hylodes pipilans,3620281
VTO_9012551,Gansurhinus qingtoushanensis,6155816
VTO_9026607,Turfania,4949704
VTO_0081624,Hylodes heyeri,3620270
VTO_0081625,Hylodes asper,3620277
VTO_0081626,Hylodes babax,3620268
VTO_0081627,Hylodes vanzolinii,3620273
VTO_0081620,Hylodes cardosoi,3620265
VTO_0081621,Hylodes uai,3620267
VTO_0081622,Hylodes charadranaetes,3620278
VTO_0081623,Hylodes perere,3620279
VTO_0080572,Raja rondeleti,3594464
VTO_0080571,Raja africana,3594471
VTO_0080570,Malacoraja obscura,3594490
VTO_0080576,Raja equatorialis,3594465
VTO_0080575,Raja cervigoni,3594463
VTO_0080574,Raja ackleyi,3594460
VTO_0080579,Raja cortezensis,3594462
VTO_0080578,Raja bahamensis,3594467
VTO_0083833,Xenorhina rostrata,3618852
VTO_9030204,Squatina havreensis,6139594
VTO_0083831,Xenorhina zweifeli,3618851
VTO_9004149,Linderochelys,3606130
VTO_9004143,Shandongornipes muxiai,4142502
VTO_0083837,Xenorhina multisica,3618836
VTO_9004141,Shandongornipes,4142501
VTO_9004140,Dromaeopodus shandongensis,4127546
VTO_9004147,Cladodus,4950022
VTO_9004146,Branta woolfendeni,3595912
VTO_9004145,Liaoningornis,4132070
VTO_0068919,Hephthocara crassiceps,3629973
VTO_0068918,Hephthocara simum,3629976
VTO_0068917,Hephthocara,3629974
VTO_0068916,Microbrotula greenfieldi,3629943
VTO_0068915,Microbrotula queenslandica,3630038
VTO_0068913,Microbrotula rubra,3629938
VTO_0068912,Microbrotula bentleyi,3630039
VTO_0068911,Microbrotula randalli,3629957
VTO_0068910,Microbrotula punicea,3629940
VTO_9006027,Odontaspis winkleri,3595093
VTO_0042283,Anoplocapros amygdaloides,268896
VTO_0042286,Capropygia,893579
VTO_9001013,Avitotherium,4944965
VTO_0042289,Caprichthys gymnura,893580
VTO_0042288,Caprichthys,893583
VTO_9001016,Squalodon antverpiensis,4942340
VTO_9001017,Entelodontidae,4944916
VTO_9034466,Alca ausonia,3597039
VTO_9021148,Xotoprodon solidus,6147411
VTO_9021149,Xylacanthus,6376292
VTO_9021146,Xotoprodon maximus,6147410
VTO_9021144,Podoliacanthus,6373408
VTO_9021145,Oligotheriomys,4940952
VTO_9021142,Xylacanthus grandis,6376293
VTO_9021143,Palaeocastor,3609310
VTO_9021141,Paleospinacidae,6373202
VTO_9031495,Mesocricetus primitivus,3608524
VTO_9029391,Neurankylus eximius,4132464
VTO_9029397,Thrinacodus,6160009
VTO_9029396,Pasquiaornis hardiei,4132110
VTO_9029395,Pasquiaornis tankei,4132109
VTO_9029394,Thrinacodus incurvus,6160010
VTO_9031639,Pyrotherium planum,6143852
VTO_9029398,Eoxenopoides reuningi,6158987
VTO_0082124,Litoria mucro,3620114
VTO_9031638,Hypuronector,4128336
VTO_0082125,Litoria graminea,3620124
VTO_0082122,Litoria cooloolensis,3620038
VTO_9031490,Leontinia fissicolis,4119446
VTO_9024069,Anancus kenyensis,6144025
VTO_0074358,Gerres mozambiquensis,3635342
VTO_9031493,Calomyscus minor,3608197
VTO_9033648,Caturus,4949587
VTO_9031492,Glymmatacanthus,4143276
VTO_9033643,Vipera maxima,6157515
VTO_0074353,Diapterus aureolus,3635332
VTO_0075003,Trachinotus cayennensis,3638733
VTO_0075002,Trachinotus marginatus,3638731
VTO_0075001,Trachinotus maxillosus,3638730
VTO_0075000,Trachinotus bailloni,803717
VTO_9032519,Palaeoniscinotus,4141022
VTO_0075004,Seriola peruana,3638763
VTO_9032515,Cheiracanthus murchisoni,6138922
VTO_9032517,Bicentenaria argentina,6148626
VTO_9032516,Bicentenaria,6148625
VTO_9032511,Dolichorhynchops tropicensis,6149688
VTO_9032510,Cyrtonodus,4139568
VTO_9004782,Nanshiungosaurus brevispinus,4128327
VTO_9006020,Myliobatis striatus,3594751
VTO_0077974,Oxuderces wirzi,3637806
VTO_0006816,Phyllodytes,185324
VTO_0006814,Aparasphenodon,570084
VTO_0078708,Sicydium multipunctatum,3637785
VTO_0077971,Tryssogobius quinquespinus,3638177
VTO_9004785,Monolophosaurus jiangjunmiaoi,4127563
VTO_0077970,Tryssogobius nigrolineatus,3638175
VTO_0070185,Rimicola eigenmanni,4948791
VTO_0070184,Lepadogaster candolii,719418
VTO_0070187,Rimicola brevis,3638557
VTO_0070186,Rimicola cabrilloi,4948789
VTO_0070181,Sicyases sanguineus,3638693
VTO_0070180,Sicyases,3638668
VTO_0070183,Sicyases hildebrandi,3638671
VTO_0070182,Sicyases brevirostris,3638689
VTO_0070189,Rimicola dimorpha,4948790
VTO_0070188,Rimicola sila,4948792
VTO_0071274,Gambusia bucheri,3641787
VTO_0071275,Gambusia beebei,3641784
VTO_0071276,Gambusia longispinis,3641790
VTO_0071277,Gambusia echeagarayi,3641781
VTO_0071270,Gambusia georgei,3641780
VTO_0071271,Gambusia myersi,3641785
VTO_0071272,Gambusia monticola,3641786
VTO_0071273,Gambusia nobilis,3641789
VTO_0071278,Gambusia pseudopunctata,3641776
VTO_0081470,Atelopus patazensis,3619591
VTO_0044730,Ambassis miops,712581
VTO_0074978,Ammodytoides gilli,3639844
VTO_0074979,Protammodytes,3639832
VTO_0074970,Ammodytoides,3639834
VTO_0074971,Ammodytoides kimurai,3639846
VTO_0074972,Ammodytoides praematura,3639850
VTO_0074973,Ammodytoides leptus,3639837
VTO_0074974,Ammodytoides xanthops,3639833
VTO_0074975,Ammodytoides vagus,3639843
VTO_0074976,Ammodytoides renniei,3639845
VTO_0074977,Ammodytoides pylei,3639842
VTO_9013543,Kuwajimalla,4125872
VTO_0005548,Oreobates machiguenga,114945
VTO_0079257,Callionymus ogilbyi,3632688
VTO_0005544,Oreobates barituensis,114934
VTO_0079254,Callionymus rivatoni,3632695
VTO_0079255,Callionymus luridus,3632665
VTO_0069833,Chapinus,96321
VTO_0069832,Rhynchostracion nasus,385725
VTO_0069831,Rhynchostracion,457784
VTO_0069830,Tetrosomus stellifer,3631407
VTO_0076729,Rypticus randalli,3634126
VTO_0076728,Liopropoma erythraeum,3633902
VTO_9013545,Kuwajimalla kagaensis,4125873
VTO_0076723,Liopropoma collettei,3633889
VTO_0076722,Liopropoma multilineatum,3633908
VTO_0076721,Liopropoma swalesi,3633894
VTO_0076720,Liopropoma flavidum,3633905
VTO_0076727,Liopropoma aragai,3633903
VTO_0076726,Liopropoma aurora,3633900
VTO_0076725,Liopropoma danae,3633895
VTO_0076724,Liopropoma susumi,3633901
VTO_0079809,Anotopterus vorax,3629295
VTO_0079808,Scopelosaurus meadi,3629274
VTO_0079807,Scopelosaurus mauli,3629275
VTO_0079806,Scopelosaurus hubbsi,3629268
VTO_0079804,Scopelosaurus herwigi,3629269
VTO_0079803,Scopelosaurus craddocki,3629267
VTO_0079801,Scopelosaurus adleri,3629276
VTO_9022589,Caturus furcatus,4949588
VTO_0004377,Boophis quasiboehmei,314997
VTO_9016881,Lystrosaurus declivis,4126439
VTO_9016880,Urupia,6376252
VTO_9016883,Parasaurolophus tubicen,4128535
VTO_9016882,Mytonomys wortmani,4941248
VTO_9016884,Eurysternum crassipes,6156463
VTO_9016887,Procerberus plutonis,3617771
VTO_9016889,Acheloma,4133794
VTO_9016888,Blacktops latidens,6147798
VTO_9022582,Coloradoeumys,3609959
VTO_0004372,Boophis roseipalmatus,922267
VTO_9023179,Baptemys tricarinata,6155942
VTO_9023178,Agomphus pectoralis,4132346
VTO_9023175,Sierritasuchus macalpini,4128052
VTO_9023174,Cladosictis patagonica,4943639
VTO_9023177,Sierritasuchus,4128051
VTO_9023176,Tastavinsaurus,4129942
VTO_9023171,Trapalcotherium matuastensis,4945629
VTO_9023170,Mesungulatum lamarquensis,3616688
VTO_9023173,Massospondylus kaalae,6150602
VTO_9023172,Trapalcotherium,4945628
VTO_0075538,Salarias luctuosus,3639369
VTO_0067569,Manducus greyae,3628832
VTO_9015871,Telecrex grangeri,4131016
VTO_9015870,Epimanteoceras,4942968
VTO_0077092,Parma unifasciata,3635435
VTO_0077093,Parma alboscapularis,3635439
VTO_0077090,Pomachromis guamensis,3635576
VTO_0077091,Pomachromis exilis,3635577
VTO_0077096,Parma victoriae,3635436
VTO_0077097,Parma mccullochi,3635438
VTO_0077094,Parma bicolor,3635434
VTO_0077095,Parma polylepis,3635441
VTO_0077098,Parma occidentalis,3635442
VTO_0077099,Parma kermadecensis,3635440
VTO_9017965,Miolabis princetonianus,4118686
VTO_9015879,Ibidopsis hordwelliensis,3596721
VTO_9024391,Heterostrix,6155264
VTO_0007330,Melanophryniscus orejasmirandai,395654
VTO_0072117,Careproctus roseofuscus,3631878
VTO_0007334,Melanophryniscus devincenzii,776616
VTO_0007335,Melanophryniscus rubriventris,943456
VTO_0072112,Careproctus parvidiscus,3631847
VTO_0072113,Careproctus trachysoma,3631849
VTO_9017961,Pseudhipposaurus,4128896
VTO_0072118,Careproctus comus,3631838
VTO_0072119,Careproctus zachirus,3631919
VTO_9014627,Neocricetodon fahlbuschi,3611077
VTO_9014626,Cariacus brachyceros,3611963
VTO_9014625,Trogosus gazini,4945451
VTO_9014624,Bradypus griseus,273233
VTO_9014623,Neocricetodon skofleki,3609962
VTO_9014622,Cariacus campestris,6146227
VTO_9014621,Cariacus aspeitianus,6146226
VTO_9017266,Guangxicyon,4942066
VTO_9017962,Hipposaurus,4128903
VTO_9014629,Cariacus paludosus,6146229
VTO_9014628,Liodontia furlongi,3608190
VTO_9013933,Eriptychiidae,4142560
VTO_9013936,Homopus scutella,6156065
VTO_9013937,Ameghinichthys antarticus,4141549
VTO_0035280,Corydoras reticulatus,1058087
VTO_9013935,Ameghinichthys,4141548
VTO_9017969,Burnetia,5301263
VTO_0073649,Haplochromis argenteus,3635829
VTO_0073648,Haplochromis chlorochrous,3635962
VTO_0073643,Haplochromis crassilabris,3635870
VTO_0073642,Haplochromis saxicola,3635878
VTO_0073641,Haplochromis kamiranzovu,3635887
VTO_0073640,Haplochromis empodisma,3635986
VTO_0073647,Haplochromis maculipinna,3635876
VTO_0073646,Haplochromis fuscus,3635950
VTO_0073645,Haplochromis microdon,3635814
VTO_0079029,Lindbergichthys,3635423
VTO_0079028,Paranotothenia dewitti,3635419
VTO_9026353,Bathygenys alpha,4944524
VTO_0079021,Patagonotothen jordani,3635415
VTO_0079023,Patagonotothen kreffti,3635418
VTO_0079022,Patagonotothen thompsoni,3635416
VTO_0079025,Pagothenia phocae,3635414
VTO_0079024,Pagothenia brachysoma,3635414
VTO_0079027,Paranotothenia angustata,781788
VTO_0079026,Paranotothenia trigramma,3635412
VTO_9013098,Oxyprimus erikseni,4945092
VTO_9015682,Protolabis inaequidens,4942184
VTO_0001788,Bolitoglossa longissima,999158
VTO_0001787,Bolitoglossa medemi,999159
VTO_0001786,Bolitoglossa altamazonica,723885
VTO_0001785,Bolitoglossa alvaradoi,723896
VTO_0001784,Bolitoglossa biseriata,723895
VTO_0001782,Bolitoglossa carri,422052
VTO_0072665,Cociella crocodilus,813955
VTO_0072018,Liparis brashnikovi,4949186
VTO_0067496,Labichthys yanoi,3643175
VTO_9024259,Pampatherium,4119252
VTO_9024258,Platalearostrum,6145928
VTO_9024255,Palaeoscyllium minus,6139382
VTO_9024257,Platalearostrum hoekmani,6145929
VTO_9024253,Peltecoelus,4119264
VTO_9019134,Albertonykus,4946633
VTO_9019135,Cuisitherium lydekkeri,4944819
VTO_9007148,Thoracosaurus,3605944
VTO_9007149,Quinkana,4132163
VTO_9019131,Michenia exilis,4118710
VTO_9019132,Michenia deschutensis,4118711
VTO_9019133,Coelogenys,438474
VTO_9007142,Navajosuchus,4126608
VTO_9007143,Orthogenysuchus,3605983
VTO_9007140,Gomphotaria,4117923
VTO_9007141,Dusignathus seftoni,3613105
VTO_9007147,Planocrania,4132181
VTO_9007144,Necrosuchus,4132173
VTO_9007145,Pallimnarchus,4132189
VTO_9018849,Acheronictis,4117936
VTO_9018846,Ceratodus heteromorphus,6142944
VTO_9018845,Malutitetrasauropodiscus,4145717
VTO_9018844,Klamelia zhaopengi,4945164
VTO_9018843,Malutitetrasauropodiscus tenuis,4145718
VTO_9018840,Malutitetrasauropodiscus minimus,4145719
VTO_9023985,Erythrotherium,4944948
VTO_9023986,Klamelia,4945163
VTO_9023980,Priacodon,3616502
VTO_9023981,Triconodon,3617254
VTO_9005787,Goyocephale,4127652
VTO_9005784,Isutaetus,4119235
VTO_9005785,Homalocephale,4127650
VTO_9005782,Archaeutatus,4119239
VTO_9005780,Hemiutaetus,4119206
VTO_9023983,Jugulator,4119300
VTO_9005789,Homalocephalidae,4127649
VTO_9011811,Cimolomys gracilis,3616927
VTO_9018269,Aporotus,4942253
VTO_9018268,Aporotus dicyrtus,4942254
VTO_9018263,Albinykus baatar,6148481
VTO_9018261,Cymatosaurus minor,6148853
VTO_0058005,Maurolicus weitzmani,908384
VTO_9018267,Aporotus recurvirostris,4942255
VTO_9018264,Xinminosaurus catactes,6149487
VTO_9000499,Placodus duplicatus,6149625
VTO_9000498,Aclistomycter,4944434
VTO_9000491,Eporeodon,4944511
VTO_9000490,Desmatochoerus,4944485
VTO_9000493,Stenodon,3615333
VTO_9000492,Litocherus,3615320
VTO_9000495,Paranyctoides,3617060
VTO_9000494,Leipsanolestes,4945483
VTO_9000497,Talpavus,3616016
VTO_9000496,Talpavoides,4119505
VTO_0062890,Gastromyzon cranbrooki,3627876
VTO_0062891,Gastromyzon stellatus,3627875
VTO_0062892,Gastromyzon ingeri,3627867
VTO_0062893,Gastromyzon fasciatus,3627854
VTO_0062895,Gastromyzon cornusaccus,3627864
VTO_0062896,Gastromyzon embalohensis,3627874
VTO_0062897,Gastromyzon auronigrus,3627873
VTO_0062898,Gastromyzon russulus,3627882
VTO_0062899,Gastromyzon megalepis,3627881
VTO_0059759,Arius macracanthus,3623404
VTO_0059758,Arius uncinatus,3623406
VTO_0059754,Arius festinus,3623394
VTO_9030644,Goyocephale lattimorei,4127653
VTO_9018987,Tillomys,3610458
VTO_9018984,Cylindrodontidae,4941197
VTO_9007924,Bubalus murrensis,6146193
VTO_9007926,Sciuropterus russicus,3609003
VTO_9007927,Adocus bostobensis,6155919
VTO_9007920,Adocus aksary,6155918
VTO_9007921,Adocus dzhurtasensis,6155920
VTO_9007922,Artigasia magna,6144380
VTO_9007923,Bubalus mephistopheles,5557506
VTO_9007929,Ichthyomys tweedii,3611168
VTO_9002251,Auroralestes simpsoni,4945488
VTO_9002250,Auroralestes,4945487
VTO_9002252,Cardiodontidae,4142214
VTO_9002255,Lampanyctus latesulcatus,6141327
VTO_9002254,Carcharodon plicatilis,6139418
VTO_9002257,Cainotherium commune,4944727
VTO_9002256,Electrona rissoi,155853
VTO_9002259,Lampanyctus cupriarius,6141326
VTO_9002258,Astrodontidae,4145312
VTO_0049264,Wetmorella albofasciata,1021415
VTO_0068496,Desmodema polystictum,3629574
VTO_0068497,Trachipterus ishikawae,3629571
VTO_0068494,Lophotus guntheri,3629566
VTO_0068495,Zu elongatus,3629575
VTO_0068492,Eumecichthys fiski,3629569
VTO_0068490,Radiicephalus elongatus,3629585
VTO_0068491,Eumecichthys,3629568
VTO_0068498,Trachipterus fukuzakii,3629570
VTO_0068499,Trachipterus arawatae,44793
VTO_9003120,Dianchungosaurus lufengensis,4126669
VTO_9003121,Gamerabaena,6155756
VTO_9003122,Chuandongocoelurus,4129668
VTO_9003123,Durotrigia triconidens,6157884
VTO_9003124,Chuandongocoelurus primitivus,6150515
VTO_9003125,Dorsetisaurus purbeckensis,4946045
VTO_9012931,Ourayia uintensis,4941782
VTO_9003127,Saurillus robustidens,6157733
VTO_9003129,Australophocaena,851311
VTO_0003255,Fejervarya syhadrensis,97838
VTO_0060867,Pimelodella peruensis,3624139
VTO_0060866,Pimelodella breviceps,3624120
VTO_0060864,Pimelodella altipinnis,3624115
VTO_0060863,Pimelodella brasiliensis,3624081
VTO_0060862,Pimelodella figueroai,3624090
VTO_0060861,Pimelodella modestus,3624131
VTO_0060860,Pimelodella serrata,3624098
VTO_0060869,Pimelodella odynea,3624093
VTO_0060868,Pimelodella macturki,3624114
VTO_9015470,Leptonysson basiliscus,4943507
VTO_9027870,Caturidae,4949584
VTO_9027871,Gypsonictops clemensi,3607429
VTO_9027873,Dallasiella,4139203
VTO_9027874,Gypsonictops lewisi,3607461
VTO_9027875,Cretomanta canadensis,4140092
VTO_9027876,Tarsius sirindhornae,6145229
VTO_9027877,Gypsonictops illuminatus,3607415
VTO_9027878,Pachyrhizodus,4949511
VTO_9027879,Tupandactylus imperator,6158413
VTO_0034152,Pythonichthys asodes,133855
VTO_0035207,Aspidoras spilotus,6315
VTO_0035209,Aspidoras taurus,936222
VTO_0073135,Placidochromis acuticeps,3636097
VTO_0073134,Placidochromis msakae,3636119
VTO_0073137,Amatitlania coatepeque,4135110
VTO_9014552,Demandasaurus,6150654
VTO_9014554,Rhynchotherium falconeri,4943189
VTO_0062429,Triplophysa aluensis,3628136
VTO_0062428,Triplophysa waisihani,3628201
VTO_0073133,Placidochromis electra,3636096
VTO_0062421,Triplophysa eugeniae,3628203
