vto_name	vto_id	ncbi_id	OT_name	Ot_ID
Silurichthys hasseltii	VTO_0062011	NA	NA	NA
Silurichthys marmoratus	VTO_0062012	NA	NA	NA
Silurichthys phaiosoma	VTO_0062013	NA	NA	NA
Phalacronotus parvanalis	VTO_0062014	NA	NA	NA
Phalacronotus micronema	VTO_0062015	NA	NA	NA
Phalacronotus micronemus	VTO_0062016	NA	NA	NA
Wallago micropogon	VTO_0062017	NA	NA	NA
Wallago maculatus	VTO_0062018	NA	NA	NA
Wallago hexanema	VTO_0062019	NA	NA	NA
Pseudomystus fuscus	VTO_0059441	337734	Nanobagrus fuscus	394015
Pseudomystus heokhuii	VTO_0059440	NA	NA	NA
Pseudomystus vaillanti	VTO_0059443	NA	NA	NA
Pseudomystus rugosus	VTO_0059442	NA	NA	NA
Pseudomystus moeschii	VTO_0059445	NA	NA	NA
Pseudomystus funebris	VTO_0059444	NA	NA	NA
Pseudomystus flavipinnis	VTO_0059447	NA	NA	NA
Pseudomystus stenogrammus	VTO_0059446	NA	NA	NA
Pseudomystus breviceps	VTO_0059449	NA	NA	NA
Pseudomystus bomboides	VTO_0059448	NA	NA	NA
Siluroidei	VTO_9018177	NA	NA	NA
Claibornichthys troelli	VTO_9018173	NA	NA	NA
Clarias engelseni	VTO_0059667	NA	NA	NA
Claibornichthys	VTO_9018179	NA	NA	NA
Acrochordonichthys rugosus	VTO_0035553	337691	Acrochordonichthys rugosus	315256
Imparfinis hasemani	VTO_0060993	NA	NA	NA
Schilbe marmoratus	VTO_0061460	NA	NA	NA
Schilbe multitaeniatus	VTO_0061461	NA	NA	NA
Schilbe durinii	VTO_0061462	NA	NA	NA
Schilbe moebiusii	VTO_0061463	NA	NA	NA
Heptapterus	VTO_0035638	162151	Heptapterus	645012
Schilbe mandibularis	VTO_0061465	NA	NA	NA
Schilbe tumbanus	VTO_0061466	NA	NA	NA
Schilbe uranoscopus	VTO_0061467	NA	NA	NA
Schilbe micropogon	VTO_0061468	NA	NA	NA
Schilbe laticeps	VTO_0061469	NA	NA	NA
Gladioglanis	VTO_0035636	NA	NA	NA
Gladioglanis machadoi	VTO_0035637	NA	NA	NA
Cetopsorhamdia	VTO_0035630	337797	Cetopsorhamdia	244029
Sisor torosus	VTO_0061167	NA	NA	NA
Pterygoplichthys multiradiatus	VTO_0036838	337703	Pterygoplichthys multiradiatus	1028769
Atopodontus adriaensi	VTO_0061868	NA	NA	NA
Atopochilus christyi	VTO_0061869	NA	NA	NA
Cathorops manglarensis	VTO_0035709	591263	Cathorops manglarensis	52791
Microsynodontis notata	VTO_0061864	NA	NA	NA
Microsynodontis christyi	VTO_0061865	NA	NA	NA
Microsynodontis nasutus	VTO_0061866	NA	NA	NA
Atopodontus	VTO_0061867	NA	NA	NA
Microsynodontis hirsuta	VTO_0061860	NA	NA	NA
Microsynodontis polli	VTO_0061861	NA	NA	NA
Microsynodontis sp. (Vigliotta 2008)	VTO_0061862	NA	NA	NA
Microsynodontis laevigata	VTO_0061863	NA	NA	NA
Aguarunichthys tocantinsensis	VTO_0059597	NA	NA	NA
Aguarunichthys torosus	VTO_0059596	NA	NA	NA
Pimelodus albofasciatus	VTO_0059595	NA	NA	NA
Pimelodus atrobrunneus	VTO_0059594	NA	NA	NA
Pimelodus microstoma	VTO_0059593	NA	NA	NA
Pimelodus mysteriosus	VTO_0059592	NA	NA	NA
Pimelodus stewarti	VTO_0059591	NA	NA	NA
Pimelodus garciabarrigai	VTO_0059590	NA	NA	NA
Bagropsis reinhardti	VTO_0059599	NA	NA	NA
Bagropsis	VTO_0059598	NA	NA	NA
Trichomycterus chapmani	VTO_0061604	NA	NA	NA
Trichomycterus mboycy	VTO_0061605	NA	NA	NA
Parotocinclus doceanus	VTO_0059911	NA	NA	NA
Trichomycterus caliensis	VTO_0061607	NA	NA	NA
Trichomycterus alternatus	VTO_0061600	NA	NA	NA
Trichomycterus banneaui	VTO_0061601	NA	NA	NA
Trichomycterus taenia	VTO_0061602	NA	NA	NA
Trichomycterus transandianus	VTO_0061603	NA	NA	NA
Ancistrus tombador	VTO_0059919	NA	NA	NA
Ancistrus chagresi	VTO_0059918	NA	NA	NA
Trichomycterus dispar	VTO_0061608	NA	NA	NA
Trichomycterus aguarague	VTO_0061609	NA	NA	NA
Rineloricaria malabarbai	VTO_0059829	NA	NA	NA
Trichomycterus itacarambiensis	VTO_0061594	NA	NA	NA
Trichomycterus punctatissimus	VTO_0061595	NA	NA	NA
Trichomycterus caipora	VTO_0061596	NA	NA	NA
Trichomycterus spilosoma	VTO_0061597	NA	NA	NA
Trichomycterus dorsostriatum	VTO_0061590	NA	NA	NA
Trichomycterus alterus	VTO_0061591	NA	NA	NA
Trichomycterus trefauti	VTO_0061592	NA	NA	NA
Trichomycterus albinotatus	VTO_0061593	NA	NA	NA
Clarias intermedius	VTO_0035528	222712	Clarias intermedius	270225
Clarias pachynema	VTO_0035529	121737	Clarias pachynema	545954
Corydoras napoensis	VTO_0035298	NA	NA	NA
Corydoras griseus	VTO_0035299	NA	NA	NA
Trichomycterus triguttatus	VTO_0061598	NA	NA	NA
Trichomycterus catamarcensis	VTO_0061599	NA	NA	NA
Gymnallabes nops	VTO_0059629	NA	NA	NA
Xenoclarias holobranchus	VTO_0059628	NA	NA	NA
Cathorops raredonae	VTO_0035703	NA	NA	NA
Schilbidae	VTO_0061453	NA	NA	NA
Pterodoras sp. (Kailola 2004)	VTO_0060747	NA	NA	NA
Encheloclarias curtisoma	VTO_0059621	NA	NA	NA
Encheloclarias kelioides	VTO_0059620	NA	NA	NA
Horaglanis	VTO_0059623	NA	NA	NA
Encheloclarias baculum	VTO_0059622	NA	NA	NA
Horaglanis alikunhii	VTO_0059625	NA	NA	NA
Horaglanis krishnai	VTO_0059624	NA	NA	NA
Xenoclarias eupogon	VTO_0059627	NA	NA	NA
Xenoclarias	VTO_0059626	NA	NA	NA
Chiloglanis voltae	VTO_0061910	NA	NA	NA
Malapterurus cavalliensis	VTO_0061267	NA	NA	NA
Neotropius khavalchor	VTO_0061264	NA	NA	NA
Paraloricaria agastor	VTO_0060033	NA	NA	NA
Eutropiichthys britzi	VTO_0061262	NA	NA	NA
Neotropius acutirostris	VTO_0061263	NA	NA	NA
Chiloglanis polyodon	VTO_0061916	NA	NA	NA
Chiloglanis anoterus	VTO_0061917	NA	NA	NA
Chiloglanis sp. C (Vigliotta 2008)	VTO_0061918	NA	NA	NA
Centrodoras sp. (Vigliotta 2008)	VTO_0060742	NA	NA	NA
Malapterurus shirensis	VTO_0061268	NA	NA	NA
Malapterurus punctatus	VTO_0061269	NA	NA	NA
Conorhynchidae	VTO_0061738	NA	NA	NA
Nahangbagrus	VTO_0061739	NA	NA	NA
Hexanematichthys mastersi	VTO_0059741	NA	NA	NA
Centrodoras brachiatus	VTO_0060740	NA	NA	NA
Glyptothorax kudremukhensis	VTO_0061048	NA	NA	NA
Glyptothorax alaknandi	VTO_0061049	NA	NA	NA
Glyptothorax saisii	VTO_0061046	NA	NA	NA
Glyptothorax coracinus	VTO_0061047	NA	NA	NA
Microcambeva ribeirae	VTO_0061732	NA	NA	NA
Microcambeva barbata	VTO_0061733	NA	NA	NA
Copionodon	VTO_0061734	NA	NA	NA
Glyptothorax silviae	VTO_0061043	NA	NA	NA
Copionodon orthiocarinatus	VTO_0061736	NA	NA	NA
Glyptothorax madraspatanus	VTO_0061041	NA	NA	NA
Neoarius berneyi	VTO_0035744	591268	Neoarius berneyi	52816
Rineloricaria aequalicuspis	VTO_0059826	NA	NA	NA
Cochlefelis	VTO_0035746	591318	Cochlefelis	992724
Cochlefelis spatula	VTO_0035747	591321	Cochlefelis spatula	516557
Rineloricaria rupestris	VTO_0059823	NA	NA	NA
Rineloricaria thrissoceps	VTO_0059822	NA	NA	NA
Neoarius graeffei	VTO_0035742	443677	Neoarius graeffei	875859
Neoarius leptaspis	VTO_0035743	591285	Neoarius leptaspis	818
Fajumia schweinfurthi	VTO_9001162	NA	NA	NA
Akysis galeatus	VTO_0061281	NA	NA	NA
Akysis fuliginatus	VTO_0061282	NA	NA	NA
Akysis recavus	VTO_0061283	NA	NA	NA
Cochlefelis danielsi	VTO_0035748	591319	Cochlefelis danielsi	992719
Cryptarius	VTO_0035749	419351	Cryptarius	769704
Socnopaea grandis	VTO_9001164	NA	NA	NA
Rineloricaria sneiderni	VTO_0059828	NA	NA	NA
Corydoras bertoni	VTO_0061391	NA	NA	NA
Hypostomus luteus	VTO_0036869	164010	Hypostomus luteus	174947
Amblydoras affinis	VTO_0036648	337692	Amblydoras affinis	315257
Amblydoras gonzalezi	VTO_0036649	909836	Amblydoras gonzalezi	98262
Leptorhamdia sp. (Bockmann 1998)	VTO_0060884	NA	NA	NA
Amblydoras	VTO_0036644	238559	Amblydoras	676188
Hypostomus latirostris	VTO_0036861	164009	Hypostomus latirostris	698164
Amblydoras nauticus	VTO_0036647	238563	Amblydoras nauticus	102004
Trachydoras steindachneri	VTO_0036640	238635	Trachydoras steindachneri	842274
Glanidium albescens	VTO_0060555	NA	NA	NA
Trachydoras nattereri	VTO_0036642	238633	Trachydoras nattereri	842269
Oreoglanis vicinus	VTO_0061132	NA	NA	NA
Oreoglanis setiger	VTO_0061133	NA	NA	NA
Oreoglanis nakasathiani	VTO_0061130	NA	NA	NA
Leptorhamdia schultzi	VTO_0060886	NA	NA	NA
Nangra bucculenta	VTO_0061136	NA	NA	NA
Nangra robusta	VTO_0061137	NA	NA	NA
Oreoglanis pumatensis	VTO_0061134	NA	NA	NA
Nangra ornata	VTO_0061135	NA	NA	NA
Genus 11 sp. (Bockmann 1998)	VTO_0060881	NA	NA	NA
Hara filamentosus	VTO_0061138	NA	NA	NA
Hara longissima	VTO_0061139	NA	NA	NA
Centromochlus punctatus	VTO_0060552	NA	NA	NA
Centromochlus altae	VTO_0060551	NA	NA	NA
Centromochlus concolor	VTO_0060550	NA	NA	NA
Hypostomus wuchereri	VTO_0060250	NA	NA	NA
Hypostomus brevicauda	VTO_0060251	NA	NA	NA
Hypostomus emarginatus 1 (Armbruster 2004)	VTO_0060252	NA	NA	NA
Hoplomyzon sp. (Friel 1994)	VTO_0059351	NA	NA	NA
Hypostomus eptingi	VTO_0060253	NA	NA	NA
Bagrichthys sp. 1 (de Pinna 1993)	VTO_0059422	NA	NA	NA
Hypostomus hermanni	VTO_0060254	NA	NA	NA
Bagrichthys obscurus	VTO_0059421	NA	NA	NA
Hypostomus angipinnatus	VTO_0060255	NA	NA	NA
Noturus fasciatus	VTO_0036262	NA	NA	NA
Noturus flavus	VTO_0036263	202874	Noturus flavus	101864
Noturus stigmosus	VTO_0036261	236598	Noturus stigmosus	903466
Prietella lundbergi	VTO_0036266	255566	Prietella lundbergi	1014998
Ameiurus	VTO_0036267	50384	Ameiurus	687155
Prietella	VTO_0036264	255565	Prietella	1014989
Prietella phreatophila	VTO_0036265	255567	Prietella phreatophila	1014995
Bagrus lubosicus	VTO_0059427	NA	NA	NA
Hypostomus piratatu	VTO_0060257	NA	NA	NA
Bagrus urostigma	VTO_0059426	NA	NA	NA
Corydoras boesemani	VTO_0035250	NA	NA	NA
Bagrus degeni	VTO_0059425	NA	NA	NA
Corydoras condiscipulus	VTO_0061395	NA	NA	NA
Oreoglanis	VTO_0036602	192194	Oreoglanis	537277
Pangasius tubbi	VTO_0060715	NA	NA	NA
Pangasius humeralis	VTO_0060714	NA	NA	NA
Pangasius myanmar	VTO_0060717	NA	NA	NA
Pangasius micronema	VTO_0060716	NA	NA	NA
Pangasius sabahensis	VTO_0060711	NA	NA	NA
Pangasius rheophilus	VTO_0060710	NA	NA	NA
Pangasius nieuwenhuisii	VTO_0060713	NA	NA	NA
Pangasius lithostoma	VTO_0060712	NA	NA	NA
Pangasius kinabatanganensis	VTO_0060719	NA	NA	NA
Pangasius sp. (de Pinna 1993)	VTO_0060718	NA	NA	NA
Hemiodontichthys acipenserinus	VTO_0037113	503146	Hemiodontichthys acipenserinus	11376
Hemiodontichthys	VTO_0037112	503145	Hemiodontichthys	11371
Loricaria parnahybae	VTO_0037110	503131	Loricaria parnahybae	636427
Cteniloricaria platystoma	VTO_0037117	1137655	Cteniloricaria platystoma	888333
Cteniloricaria fowleri	VTO_0037116	1137576	Cteniloricaria fowleri	73894
Cteniloricaria	VTO_0037114	NA	NA	NA
Pseudohemiodon laticeps	VTO_0037119	281771	Pseudohemiodon laticeps	825666
Pseudohemiodon	VTO_0037118	281770	Pseudohemiodon	234943
Reganella sp. (Britto 2003)	VTO_0060391	NA	NA	NA
Homodiaetus	VTO_0036465	648132	Homodiaetus	432112
Homodiaetus anisitsi	VTO_0036466	648133	Homodiaetus anisitsi	432113
Reganella depressa	VTO_0060392	NA	NA	NA
Trichogenes longipinnis	VTO_0036460	585400	Trichogenes longipinnis	817998
Paravandellia	VTO_0036461	648138	Paravandellia	432100
Paravandellia oxyptera	VTO_0036462	648139	Paravandellia oxyptera	432101
Crossoloricaria cephalaspis	VTO_0060396	NA	NA	NA
Crossoloricaria rhami	VTO_0060399	NA	NA	NA
Crossoloricaria variegata	VTO_0060398	NA	NA	NA
Megalocentor echthrus	VTO_0036468	648135	Megalocentor echthrus	432106
Bullockia	VTO_0036469	390384	Bullockia	3881697
Leptoancistrus	VTO_0060153	NA	NA	NA
Schizolecis sp. (Britto 2003)	VTO_0060152	NA	NA	NA
Pseudohemiodon lamina	VTO_0060403	NA	NA	NA
Pseudohemiodon apithanos	VTO_0060402	NA	NA	NA
Hypostomus emarginatus 2 (Armbruster 2004)	VTO_0060157	NA	NA	NA
Hypostomus vaillanti	VTO_0060156	NA	NA	NA
Leptoancistrus canensis	VTO_0060155	NA	NA	NA
Leptoancistrus cordobensis	VTO_0060154	NA	NA	NA
Rhadinoloricaria macromystax	VTO_0060409	NA	NA	NA
Rhadinoloricaria	VTO_0060408	NA	NA	NA
Hypostomus hemicochliodon	VTO_0060159	NA	NA	NA
Hypostomus corantijni	VTO_0060158	NA	NA	NA
Hisonotus leucophrys	VTO_0036941	NA	NA	NA
Spatuloricaria fimbriata	VTO_0060379	NA	NA	NA
Spatuloricaria gymnogaster	VTO_0060378	NA	NA	NA
Otocinclus mimulus	VTO_0060373	NA	NA	NA
Otocinclus hasemani	VTO_0060372	NA	NA	NA
Otocinclus tapirape	VTO_0060371	NA	NA	NA
Otocinclus huaorani	VTO_0060370	NA	NA	NA
Spatuloricaria evansii	VTO_0060377	NA	NA	NA
Spatuloricaria caquetae	VTO_0060376	NA	NA	NA
Spatuloricaria lagoichthys	VTO_0060375	NA	NA	NA
Otocinclus mura	VTO_0060374	NA	NA	NA
Pseudobagarius baramensis	VTO_0061326	NA	NA	NA
Hisonotus ringueleti	VTO_0036945	571741	Hisonotus ringueleti	549969
Centromochlus marthae	VTO_9046537	NA	NA	NA
Corumbataia cuestae	VTO_0037026	510926	Corumbataia cuestae	969822
Corumbataia tocantinensis	VTO_0037025	571736	Corumbataia tocantinensis	925554
Corumbataia britskii	VTO_0037024	NA	NA	NA
Corumbataia	VTO_0037023	510925	Corumbataia	466536
Parotocinclus cesarpintoi	VTO_0037022	571753	Parotocinclus cesarpintoi	1076722
Parotocinclus bidentatus	VTO_0037021	NA	NA	NA
Chrysichthys laticeps	VTO_0059244	NA	NA	NA
Hatcheria	VTO_0036510	337695	Hatcheria	315252
Hatcheria macraei	VTO_0036511	337696	Hatcheria macraei	315253
Typhlobelus	VTO_0036512	648148	Typhlobelus	11519
Typhlobelus guacamaya	VTO_0036513	648149	Typhlobelus guacamaya	11517
Vandellia	VTO_0036514	648150	Vandellia	584231
Vandellia sanguinea	VTO_0036515	648152	Vandellia sanguinea	584228
Vandellia cirrhosa	VTO_0036516	648151	Vandellia cirrhosa	584232
Tridens	VTO_0036517	210604	Tridens	832943
Hisonotus leucofrenatus	VTO_0036930	321123	Hisonotus leucofrenatus	376404
Leptoglanis bouilloni	VTO_0061231	NA	NA	NA
Doras fimbriatus	VTO_0060737	NA	NA	NA
Clarias nigromarmoratus	VTO_0059660	NA	NA	NA
Brachyglanis phalacra	VTO_0060979	NA	NA	NA
Brachyglanis frenatus	VTO_0060978	NA	NA	NA
Brachyglanis	VTO_0060975	NA	NA	NA
Genus 2 sp. A (Bockmann 1998)	VTO_0060974	NA	NA	NA
Brachyglanis magoi	VTO_0060977	NA	NA	NA
Brachyglanis microphthalmus	VTO_0060976	NA	NA	NA
Genus 7 sp. (Bockmann 1998)	VTO_0060971	NA	NA	NA
Genus 7 (Bockmann 1998)	VTO_0060970	NA	NA	NA
Genus 2 sp. B (Bockmann 1998)	VTO_0060973	NA	NA	NA
Genus 2 (Bockmann 1998)	VTO_0060972	NA	NA	NA
Pseudohemiodon amazonum	VTO_0060406	NA	NA	NA
Zaireichthys zonatus	VTO_0061206	NA	NA	NA
Peckoltia lineola	VTO_0037333	755209	Peckoltia lineola	1006565
Peckoltia	VTO_0037330	52089	Peckoltia	712198
Peckoltia sabaji	VTO_0037337	745509	Peckoltia sabaji	144209
Peckoltia vermiculata	VTO_0037336	510774	Peckoltia vermiculata	696183
Peckoltia vittata	VTO_0037334	52090	Peckoltia vittata	188611
Ageneiosus sp. (Soares-Porto 1998)	VTO_0060579	NA	NA	NA
Ageneiosus rondoni	VTO_0060578	NA	NA	NA
Pseudobagrus ondon	VTO_0035107	323806	Pseudobagrus ondon	876103
Ageneiosus sp. 1 (Mo 1991)	VTO_0060571	NA	NA	NA
Ageneiosus sp. 3 (Mo 1991)	VTO_0060570	NA	NA	NA
Ageneiosus marmoratus	VTO_0060573	NA	NA	NA
Ageneiosus cf. guianensis (Mo 1991)	VTO_0060572	NA	NA	NA
Ageneiosus sp. (de Pinna 1993)	VTO_0060575	NA	NA	NA
Ageneiosus polystictus	VTO_0060574	NA	NA	NA
Ageneiosus vittatus	VTO_0060577	NA	NA	NA
Ageneiosus uranophthalmus	VTO_0060576	NA	NA	NA
Rita macracanthus	VTO_0062025	NA	NA	NA
Rita chrysea	VTO_0062024	NA	NA	NA
Rita sp. (Kailola 2004)	VTO_0062027	NA	NA	NA
Rita sacerdotum	VTO_0062026	NA	NA	NA
Micronema cheveyi	VTO_0062021	NA	NA	NA
Wallago sp. (Mo 1991)	VTO_0062020	NA	NA	NA
Micronema hexapterus	VTO_0062023	NA	NA	NA
Micronema platypogon	VTO_0062022	NA	NA	NA
Hemibagrus hainanensis	VTO_0059389	NA	NA	NA
Rita kuturnee	VTO_0062028	NA	NA	NA
Brochis multiradiatus	VTO_0035451	337654	Brochis multiradiatus	420215
Pseudomystus inornatus	VTO_0059456	NA	NA	NA
Pseudomystus mahakamensis	VTO_0059457	NA	NA	NA
Pseudomystus sobrinus	VTO_0059454	NA	NA	NA
Pseudomystus robustus	VTO_0059455	NA	NA	NA
Pseudomystus leiacanthus	VTO_0059452	NA	NA	NA
Pseudomystus carnosus	VTO_0059453	NA	NA	NA
Pseudomystus myersi	VTO_0059450	NA	NA	NA
Pseudomystus fumosus	VTO_0059451	NA	NA	NA
Pseudobagrus taeniatus	VTO_0035101	216128	Pseudobagrus taeniatus	83901
Hyalobagrus ornatus	VTO_0059458	NA	NA	NA
Hyalobagrus leiacanthus	VTO_0059459	NA	NA	NA
Eopeyeria	VTO_9031900	NA	NA	NA
Coreobagrus brevicorpus	VTO_0059437	NA	NA	NA
Schilbe angolensis	VTO_0061455	NA	NA	NA
Schilbe nyongensis	VTO_0061454	NA	NA	NA
Zaireichthys	VTO_0035603	390407	Zaireichthys	9889
Schilbe grenfelli	VTO_0061456	NA	NA	NA
Parauchenoglanis altipinnis	VTO_0061451	NA	NA	NA
Parauchenoglanis ahli	VTO_0061450	NA	NA	NA
Amphilius maesii	VTO_0035607	NA	NA	NA
Parauchenoglanis monkei	VTO_0061452	NA	NA	NA
Amphilius platychir	VTO_0035608	691901	Amphilius platychir	744488
Schilbe yangambianus	VTO_0061459	NA	NA	NA
Schilbe djemeri	VTO_0061458	NA	NA	NA
Chrysichthys maurus	VTO_0059223	NA	NA	NA
Anodontiglanis	VTO_0060473	NA	NA	NA
Leiocassis hosii	VTO_0059487	NA	NA	NA
Euchilichthys astatodon	VTO_0061851	NA	NA	NA
Euchilichthys guentheri	VTO_0061850	NA	NA	NA
Acanthocleithron	VTO_0061853	NA	NA	NA
Euchilichthys sp. B (Vigliotta 2008)	VTO_0061852	NA	NA	NA
Microsynodontis lamberti	VTO_0061855	NA	NA	NA
Acanthocleithron chapini	VTO_0061854	NA	NA	NA
Microsynodontis vigilis	VTO_0061857	NA	NA	NA
Microsynodontis emarginata	VTO_0061856	NA	NA	NA
Microsynodontis armatus	VTO_0061859	NA	NA	NA
Microsynodontis nannoculus	VTO_0061858	NA	NA	NA
Pimelodus halisodous	VTO_0059584	NA	NA	NA
Pimelodus absconditus	VTO_0059585	NA	NA	NA
Pimelodus britskii	VTO_0059586	NA	NA	NA
Pimelodus navarroi	VTO_0059587	NA	NA	NA
Pimelodus paranaensis	VTO_0059580	NA	NA	NA
Pimelodus altissimus	VTO_0059581	NA	NA	NA
Pimelodus tetramerus	VTO_0059582	NA	NA	NA
Pimelodus pintado	VTO_0059583	NA	NA	NA
Pimelodus platicirris	VTO_0059588	NA	NA	NA
Pimelodus luciae	VTO_0059589	NA	NA	NA
Parotocinclus sp. (Schaefer 1991)	VTO_0059900	NA	NA	NA
Parotocinclus cearensis	VTO_0059901	NA	NA	NA
Parotocinclus cristatus	VTO_0059902	NA	NA	NA
Parotocinclus muriaensis	VTO_0059903	NA	NA	NA
Parotocinclus arandai	VTO_0059904	NA	NA	NA
Parotocinclus longirostris	VTO_0059905	NA	NA	NA
Parotocinclus planicauda	VTO_0059906	NA	NA	NA
Parotocinclus polyochrus	VTO_0059907	NA	NA	NA
Parotocinclus haroldoi	VTO_0059908	NA	NA	NA
Parotocinclus prata	VTO_0059909	NA	NA	NA
Clarias liocephalus	VTO_0035515	391045	Clarias liocephalus	290425
Clarias camerunensis	VTO_0035514	310931	Clarias camerunensis	946863
Clarias gabonensis	VTO_0035517	322707	Clarias gabonensis	179932
Clarias platycephalus	VTO_0035516	310930	Clarias platycephalus	946862
Tanganikallabes mortiauxi	VTO_0035511	310917	Tanganikallabes mortiauxi	896086
Clarias teijsmanni	VTO_0035513	NA	NA	NA
Clarias	VTO_0035512	13012	Clarias	5553770
Clarias alluaudi	VTO_0035519	391047	Clarias alluaudi	290427
Clarias werneri	VTO_0035518	391044	Clarias werneri	290426
Clariallabes attemsi	VTO_0059638	NA	NA	NA
Clariallabes variabilis	VTO_0059639	NA	NA	NA
Clariallabes centralis	VTO_0059636	NA	NA	NA
Clariallabes manyangae	VTO_0059637	NA	NA	NA
Platyclarias	VTO_0059634	NA	NA	NA
Platyclarias machadoi	VTO_0059635	NA	NA	NA
Bathyclarias longibarbis	VTO_0059632	NA	NA	NA
Tanganikallabes sp. (de Pinna 1993)	VTO_0059633	NA	NA	NA
Bathyclarias rotundifrons	VTO_0059630	NA	NA	NA
Bathyclarias euryodon	VTO_0059631	NA	NA	NA
Chiloglanis rukwaensis	VTO_0061925	NA	NA	NA
Chandramara	VTO_0035190	NA	NA	NA
Chiloglanis sanagaensis	VTO_0061927	NA	NA	NA
Lophiobagrus	VTO_0035192	390423	Lophiobagrus	1057306
Chiloglanis sp. A (Vigliotta 2008)	VTO_0061921	NA	NA	NA
Rheoglanis	VTO_0035194	390425	Rheoglanis	1057300
Rita gogra	VTO_0035197	402706	Rita gogra	863894
Rita	VTO_0035196	337744	Rita	23761
Callichthyidae	VTO_0035199	31012	Callichthyidae	609240
Rita rita	VTO_0035198	337745	Rita rita	23762
Chiloglanis emarginatus	VTO_0061929	NA	NA	NA
Chiloglanis sardinhai	VTO_0061928	NA	NA	NA
Plicofollis dussumieri	VTO_0035779	591281	Plicofollis dussumieri	844
Harttia loricariformis	VTO_0037081	NA	NA	NA
Vandellia sp. (Fink and Fink 1981)	VTO_0061709	NA	NA	NA
Vandellia beccarii	VTO_0061708	NA	NA	NA
Hypostomus tietensis	VTO_0060196	NA	NA	NA
Scleronema operculatum	VTO_0061705	NA	NA	NA
Plicofollis	VTO_0035770	435003	Plicofollis	182147
Plicofollis tenuispinis	VTO_0035773	1190808	Plicofollis tenuispinis	83485
Paracanthopoma	VTO_0061706	NA	NA	NA
Silvinichthys bortayro	VTO_0061701	NA	NA	NA
Silvinichthys mendozensis	VTO_0061700	NA	NA	NA
Scleronema angustirostre	VTO_0061703	NA	NA	NA
Scleronema	VTO_0061702	NA	NA	NA
Rineloricaria eigenmanni	VTO_0059834	NA	NA	NA
Rineloricaria wolfei	VTO_0059835	NA	NA	NA
Rineloricaria castroi	VTO_0059836	NA	NA	NA
Rineloricaria pareiacantha	VTO_0059837	NA	NA	NA
Rineloricaria stellata	VTO_0059830	NA	NA	NA
Rineloricaria baliola	VTO_0059831	NA	NA	NA
Rineloricaria daraha	VTO_0059832	NA	NA	NA
Rineloricaria jubata	VTO_0059833	NA	NA	NA
Pelteobagrus	VTO_0035173	175790	NA	NA
Auchenoglanis biscutatus	VTO_0035172	1003155	Auchenoglanis biscutatus	125505
Auchenoglanis occidentalis	VTO_0035170	390418	Auchenoglanis occidentalis	531349
Rineloricaria stewarti	VTO_0059838	NA	NA	NA
Rineloricaria magdalenae	VTO_0059839	NA	NA	NA
Pelteobagrus eupogon	VTO_0035175	323804	Tachysurus eupogon	876095
Pelteobagrus intermedius	VTO_0035174	342412	Tachysurus intermedius	991173
Chandramara chandramara	VTO_0035191	337694	Chandramara chandramara	315246
Hypostomus sp. (Britto 2003)	VTO_0060191	NA	NA	NA
Chiloglanis modjensis	VTO_0061924	NA	NA	NA
Hypostomus ericius	VTO_0060190	NA	NA	NA
Lophiobagrus brevispinis	VTO_0035193	390424	Lophiobagrus brevispinis	1057299
Schultzichthys gracilis	VTO_0061639	NA	NA	NA
Schultzichthys	VTO_0061638	NA	NA	NA
Chiloglanis neumanni	VTO_0061926	NA	NA	NA
Nemadoras trimaculatus	VTO_0036701	238601	Nemadoras trimaculatus	317869
Trichomycterus bahianus	VTO_0061631	NA	NA	NA
Trichomycterus venulosus	VTO_0061630	NA	NA	NA
Trichomycterus knerii	VTO_0061633	NA	NA	NA
Trichomycterus ruitoquensis	VTO_0061632	NA	NA	NA
Trichomycterus boylei	VTO_0061635	NA	NA	NA
Trichomycterus jacupiranga	VTO_0061634	NA	NA	NA
Pseudostegophilus haemomyzon	VTO_0061637	NA	NA	NA
Trichomycteridae sp. (de Pinna 1993)	VTO_0061636	NA	NA	NA
Leptodoras hasemani	VTO_0036675	238619	Leptodoras hasemani	892416
Leptodoras linnelli	VTO_0036674	238628	Leptodoras linnelli	267805
Leptodoras acipenserinus	VTO_0036677	238623	Leptodoras acipenserinus	267801
Leptodoras juruensis	VTO_0036676	238622	Leptodoras juruensis	267802
Hypostomus	VTO_0036855	36713	Hypostomus	55618
Anduzedoras	VTO_0036678	238620	Anduzedoras	267804
Hypostomus johnii	VTO_0036857	168217	Hypostomus johnii	894797
Chiloglanis sp. E (Vigliotta 2008)	VTO_0061922	NA	NA	NA
Squaliforma squalina	VTO_0036851	164000	Squaliforma squalina	698182
Squaliforma emarginata	VTO_0036850	164001	Squaliforma emarginata	698179
Corymbophanes	VTO_0036853	NA	NA	NA
Squaliforma villarsi	VTO_0036852	337767	Squaliforma villarsi	1071084
Pseudecheneis paucipunctata	VTO_0061147	NA	NA	NA
Pseudecheneis immaculata	VTO_0061146	NA	NA	NA
Glyptosternon reticulatum	VTO_0061145	NA	NA	NA
Glyptosternon malaisei	VTO_0061144	NA	NA	NA
Glyptosternon akhtari	VTO_0061143	NA	NA	NA
Hara spinulus	VTO_0061142	NA	NA	NA
Hara minuscula	VTO_0061141	NA	NA	NA
Hara koladynensis	VTO_0061140	NA	NA	NA
